Template model,Target model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,MIN_R
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHSKDH,0.9866
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT2,0.947
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT1,0.8597
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TALA,0.8564
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ENO,0.7026
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDD,0.6667
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDA,0.6667
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCDpp,0.6574
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCNt2rpp,0.6574
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GNK,0.6574
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,CS,0.5542
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,SUCDi,0.5448
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLXCL,0.5222
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLYK,0.5222
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ICL,0.5222
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTb,0.4935
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTa,0.4935
iJN1463,iJN1463_34dhbz_path_1,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ALCD19,0.3741
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHSKDH,0.9866
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT2,0.947
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT1,0.8597
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TALA,0.8564
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ENO,0.7026
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDD,0.6667
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDA,0.6667
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCDpp,0.6574
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCNt2rpp,0.6574
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GNK,0.6574
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,CS,0.5542
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,SUCDi,0.5448
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLXCL,0.5222
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLYK,0.5222
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ICL,0.5222
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTb,0.4935
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTa,0.4935
iJN1463,iJN1463_34dhbz_path_2,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ALCD19,0.3741
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,DHSKDH,0.9866
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT2,0.947
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TKT1,0.8597
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,TALA,0.8564
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ENO,0.7026
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDD,0.6667
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,EDA,0.6667
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCDpp,0.6574
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLCNt2rpp,0.6574
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GNK,0.6574
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,CS,0.5542
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,SUCDi,0.5448
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLXCL,0.5222
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,GLYK,0.5222
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ICL,0.5222
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTb,0.4935
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ACONTa,0.4935
iJN1463,iJN1463_34dhbz_path_3,"3,4-dihydroxybenzoate",34dhbz,aerobic,D-glucose,ALCD19,0.3741
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,CHORM,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,CHORS,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,SHK3Dr,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,SHKK,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCtex,0.9999
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,SUCD4,0.9999
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,TYRTA,0.9999
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,PPND,0.9476
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,ENO,0.9339
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,TKT2,0.902
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,EDA,0.8984
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,EDD,0.8984
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,TKT1,0.7515
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,TALA,0.7436
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCDpp,0.665
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCNt2rpp,0.665
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,GNK,0.665
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,CS,0.5222
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,SUCDi,0.5222
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,ACONTb,0.3116
iJN1463,iJN1463_34dhcinm,trans-caffeate,34dhcinm,aerobic,D-glucose,ACONTa,0.3116
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,CHORM,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,CHORS,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,SHK3Dr,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,SHKK,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCtex,0.9999
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,SUCD4,0.9999
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,TYRTA,0.9999
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,PPND,0.9476
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,ENO,0.9339
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,TKT2,0.902
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,EDA,0.8984
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,EDD,0.8984
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,TKT1,0.7515
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,TALA,0.7436
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCDpp,0.665
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,GLCNt2rpp,0.665
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,GNK,0.665
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,SUCDi,0.5222
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,CS,0.5222
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,ACONTa,0.3116
iJN1463,iJN1463_34dhcinm_path_1,trans-caffeate,34dhcinm,aerobic,D-glucose,ACONTb,0.3116
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,CHORM,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,SHKK,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,CHORS,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,SHK3Dr,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,PPND,0.9503
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,TKT2,0.9082
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,ENO,0.8464
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,TKT1,0.7643
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,TALA,0.757
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,EDD,0.7133
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,EDA,0.7133
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GNK,0.6655
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GLCDpp,0.6655
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GLCNt2rpp,0.6655
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,CS,0.6101
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,SUCDi,0.6039
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,ACONTa,0.5639
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,ACONTb,0.5639
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,ICL,0.5222
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GLXCL,0.5222
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,GLYK,0.5222
iJN1463,iJN1463_34hpl,3-(4-hydroxyphenyl)lactate,34hpl,aerobic,D-glucose,ALCD19,0.3791
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,CHORM,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,SHKK,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,SHK3Dr,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,CHORS,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,PPND,0.9527
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,TKT2,0.9158
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,ENO,0.8384
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,TKT1,0.7795
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,TALA,0.7728
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,EDD,0.7099
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,EDA,0.7099
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GLCNt2rpp,0.6648
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GLCDpp,0.6648
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GNK,0.6648
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,CS,0.6063
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,SUCDi,0.5999
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,ACONTa,0.5588
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,ACONTb,0.5588
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GLYK,0.5504
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GLXCL,0.5504
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,ICL,0.5504
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,aerobic,D-glucose,ALCD19,0.4255
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,DAPDC,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,SDPDS,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,DHDPS,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,DHDPRy,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,THDPS,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,DAPE,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,ASPK,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,SDPTA,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,NH4tpp,1.0
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,ENO,0.9303
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,EDD,0.8689
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,EDA,0.8689
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,GNK,0.7022
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,GLCNt2rpp,0.7022
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,GLCDpp,0.7022
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,CS,0.5351
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,PGL,0.5222
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,SUCDi,0.5222
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,ACONTb,0.4141
iJN1463,iJN1463_36dahx,"(3S)-3,6-diammoniohexanoate",36dahx,aerobic,D-glucose,ACONTa,0.4141
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,DHQS,1.0
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,DDPA,1.0
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GLCtex,1.0
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,TKT2,0.947
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,TKT1,0.8597
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,TALA,0.8564
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,ENO,0.7026
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,EDA,0.6667
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,EDD,0.6667
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GLCDpp,0.6574
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GLCNt2rpp,0.6574
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GNK,0.6574
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,CS,0.5542
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,SUCDi,0.5448
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GND,0.5222
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GLYK,0.5222
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,ICL,0.5222
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,GLXCL,0.5222
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,ACONTb,0.4935
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,ACONTa,0.4935
iJN1463,iJN1463_3dhsk,3-dehydroshikimate,3dhsk,aerobic,D-glucose,ALCD19,0.3741
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,NDPK6,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PQQH2S,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,NACtex,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,NACt1pp,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,DHNPTE,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,ATHRDHr,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,6HNACtex,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,6HNACt1pp,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,GLYCtpp,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PQQAC,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,ADCPS1,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PC20M,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PC6AR,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PC6YM,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PMPK,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PC8XM,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,ADCYRS,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PQQFEP,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PYOVD2tex,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,ACBIPGT,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PYOVDM1,1.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,D-glucose,PYOVDM2,1.0
