Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reactions,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,glycerol,ACOAD7f;r1252,0.816666666666667,0.770000000000001,6.06060606060592
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,glycerol,ACOAD8f;CTECOAI8;FACOAL181,0.816666666666665,0.770000000000001,6.06060606060574
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,glycerol,ADHEr;AOR_CL;POR_2,0.816666666666666,0.770000000000001,6.0606060606059
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,FMNRx2_copy1,1.31666666666666,1.28333333333333,2.59740259740266
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,GCALDDy;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,GCALDD;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,GCALDDy;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,GCALDD;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,ACAFDOR;ADHEr;POR_2,1.31666666666666,1.28333333333333,2.59740259740277
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,ACOAD7f;CTECOAI7,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,FDH7;POR_2,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,ACOAD7f;r1252,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,ACOAD8f;CTECOAI8;FACOAL181,1.31666666666666,1.28333333333333,2.59740259740264
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,ADHEr;AOR_CL;POR_2,1.31666666666666,1.28333333333333,2.59740259740277
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,FMNRx2_copy1,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,GCALDDy;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740246
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,GCALDD;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.5974025974025
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,GCALDDy;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740228
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,GCALDD;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.5974025974025
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,ACAFDOR;ADHEr;POR_2,1.31666666666666,1.28333333333333,2.59740259740255
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD7f;CTECOAI7,1.31666666666666,1.28333333333333,2.59740259740253
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,FDH7;POR_2,1.31666666666666,1.28333333333333,2.59740259740253
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD7f;r1252,1.31666666666666,1.28333333333333,2.59740259740253
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,ADHEr;AOR_CL;POR_2,1.31666666666666,1.28333333333333,2.59740259740255
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,FMNRx2_copy1,1.56666666666666,1.53999999999999,1.7316017316018
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,GCALDDy;HPYRDC;SPTc,1.56666666666666,1.53999999999999,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,GCALDD;HPYRDC;SPTc,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,GCALDDy;HPYRDC;HPYRP,1.56666666666666,1.53999999999999,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,GCALDD;HPYRDC;HPYRP,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,ACAFDOR;ADHEr;POR_2,1.56666666666666,1.53999999999999,1.73160173160178
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,ACOAD7f;CTECOAI7,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,ACOAD7f;r1252,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,FDH7;POR_2,1.56666666666666,1.53999999999999,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-glucose,ADHEr;AOR_CL;POR_2,1.56666666666666,1.53999999999999,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,FMNRx2_copy1,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,GCALDDy;HPYRDC;SPTc,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,GCALDD;HPYRDC;SPTc,1.56666666666666,1.54,1.73160173160182
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,GCALDDy;HPYRDC;HPYRP,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,GCALDD;HPYRDC;HPYRP,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,ACAFDOR;ADHEr;POR_2,1.56666666666666,1.54,1.73160173160171
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,ACOAD7f;CTECOAI7,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,ACOAD7f;r1252,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,FDH7;POR_2,1.56666666666666,1.54,1.73160173160185
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,fructose,ADHEr;AOR_CL;POR_2,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,FMNRx2_copy1,1.56666666666666,1.54,1.73160173160171
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,GCALDDy;HPYRDC;SPTc,1.56666666666666,1.54,1.73160173160171
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,GCALDD;HPYRDC;SPTc,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,GCALDDy;HPYRDC;HPYRP,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,GCALDD;HPYRDC;HPYRP,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,ACAFDOR;ADHEr;POR_2,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,ACOAD8f;CTECOAI8;FACOAL181,1.56666666666666,1.54,1.73160173160193
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,ACOAD7f;CTECOAI7,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,ACOAD7f;r1252,1.56666666666666,1.54,1.73160173160147
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,FDH7;POR_2,1.56666666666666,1.54,1.73160173160176
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-galactose,ADHEr;AOR_CL;POR_2,1.56666666666666,1.54,1.73160173160173
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,FMNRx2_copy1,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,GCALDDy;HPYRDC;SPTc,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,GCALDD;HPYRDC;SPTc,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,MTHFR,0.8,0.769999999999999,3.8961038961039
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,GCALDDy;HPYRDC;HPYRP,0.816666666666668,0.769999999999999,6.0606060606063
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,GCALDD;HPYRDC;HPYRP,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,ACAFDOR;ADHEr;POR_2,0.816666666666666,0.769999999999999,6.06060606060605
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,ACOAD8f;CTECOAI8;FACOAL181,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,ACOAD7f;CTECOAI7,0.816666666666666,0.769999999999999,6.06060606060607
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,ACOAD7f;r1252,0.816666666666666,0.769999999999999,6.06060606060605
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,FDH7;POR_2,0.816666666666667,0.769999999999999,6.06060606060612
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,glycerol,ADHEr;AOR_CL;POR_2,0.816666666666666,0.769999999999999,6.06060606060603
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,FMNRx2_copy1,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,GCALDDy;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,GCALDD;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740246
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,GCALDDy;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,GCALDD;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,ACAFDOR;ADHEr;POR_2,1.31666666666666,1.28333333333333,2.59740259740264
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,ACOAD7f;CTECOAI7,1.31666666666666,1.28333333333333,2.59740259740262
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,FDH7;POR_2,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,ACOAD7f;r1252,1.31666666666666,1.28333333333333,2.59740259740264
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,ACOAD8f;CTECOAI8;FACOAL181,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,D-xylose,ADHEr;AOR_CL;POR_2,1.31666666666666,1.28333333333333,2.59740259740264
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,FMNRx2_copy1,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,GCALDDy;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,GCALDD;HPYRDC;SPTc,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,GCALDDy;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,GCALDD;HPYRDC;HPYRP,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,ACAFDOR;ADHEr;POR_2,1.31666666666666,1.28333333333333,2.59740259740257
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,1.31666666666666,1.28333333333333,2.59740259740268
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD7f;CTECOAI7,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,ACOAD7f;r1252,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,FDH7;POR_2,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_fum,fumarate(2-),fum,microaerobic,L-arabinose,ADHEr;AOR_CL;POR_2,1.31666666666666,1.28333333333333,2.59740259740259
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-glucose,LAAL17,0.923076923076923,0.8,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-glucose,OBTFL,0.888888888888888,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.888888888888888,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-glucose,LAAL17,0.923076923076923,0.8,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.888888888888889,0.8,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-glucose,LAAL17,0.974358974358974,0.826666666666666,17.8660049627791
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,fructose,LAAL17,0.923076923076922,0.8,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,fructose,OBTFL,0.888888888888888,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,fructose,ACOAD7f;OBTFL;r1252,0.888888888888889,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,fructose,LAAL17,0.923076923076922,0.8,15.3846153846152
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.888888888888888,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,fructose,ACOAD7f;OBTFL;r1252,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,fructose,LAAL17,0.974358974358974,0.826666666666666,17.8660049627791
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-galactose,LAAL17,0.923076923076923,0.799999999999999,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-galactose,OBTFL,0.888888888888889,0.799999999999999,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.888888888888889,0.8,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-galactose,LAAL17,0.923076923076923,0.8,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.888888888888888,0.8,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-galactose,LAAL17,0.974358974358974,0.826666666666666,17.8660049627791
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.933333333333333,0.826666666666666,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,glycerol,GLYCL_2;LAAL17;OBTFL,0.529411764705882,0.4,32.3529411764705
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,glycerol,OBTFL,0.499999999999999,0.4,24.9999999999999
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,glycerol,LAAL17;OBTFL,0.526315789473684,0.4,31.578947368421
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,glycerol,LAAL17,0.5,0.4,25.0
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.5,0.4,25.0
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,glycerol,LAAL17,0.5,0.4,25.0
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.5,0.4,25.0
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.52,0.413333333333333,25.8064516129031
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.520000000000003,0.413333333333333,25.8064516129038
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,glycerol,ACOAD7f;CTECOAI7;LAAL17,0.516666666666666,0.413333333333333,24.9999999999998
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,glycerol,ACOAD7f;LAAL17;r1252,0.516666666666666,0.413333333333333,24.9999999999998
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,glycerol,LAAL17,0.51,0.413333333333333,23.3870967741934
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,sucrose,LAAL17,1.84615384615384,1.6,15.3846153846152
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,sucrose,OBTFL,1.77777777777777,1.6,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.77777777777777,1.6,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,sucrose,LAAL17,1.84615384615384,1.6,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.77777777777777,1.6,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.86666666666666,1.65333333333333,12.9032258064515
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,sucrose,LAAL17,1.94871794871794,1.65333333333333,17.8660049627791
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.86666666666666,1.65333333333333,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-xylose,LAAL17,0.769230769230769,0.666666666666666,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,D-xylose,OBTFL,0.740740740740741,0.666666666666666,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.74074074074074,0.666666666666666,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-xylose,LAAL17,0.769230769230769,0.666666666666666,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.74074074074074,0.666666666666666,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.777777777777777,0.688888888888888,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-xylose,LAAL17,0.811965811965812,0.688888888888888,17.8660049627792
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.777777777777777,0.688888888888888,12.9032258064516
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,L-arabinose,LAAL17,0.769230769230769,0.666666666666666,15.3846153846154
yeast850,yeast850_3mb,isovalerate,3mb,aerobic,L-arabinose,OBTFL,0.74074074074074,0.666666666666666,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.74074074074074,0.666666666666666,11.1111111111111
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,L-arabinose,LAAL17,0.769230769230769,0.666666666666666,15.3846153846153
yeast850,yeast850_3mb,isovalerate,3mb,anaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.74074074074074,0.666666666666666,11.111111111111
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.777777777777777,0.688888888888889,12.9032258064515
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,L-arabinose,LAAL17,0.811965811965812,0.688888888888889,17.8660049627791
yeast850,yeast850_3mb,isovalerate,3mb,microaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.777777777777777,0.688888888888889,12.9032258064515
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,MTHFR,0.333333333333333,0.285714285714285,16.6666666666666
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,MMCD;MMM;SUCCACT,0.3,0.285714285714285,5.0
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,0.352941176470588,0.285714285714285,23.5294117647058
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,ACOAD7f;CTECOAI7,0.352941176470588,0.285714285714285,23.5294117647058
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,ACOAD7f;r1252,0.352941176470588,0.285714285714285,23.5294117647058
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,DHORD6,0.352941176470588,0.285714285714285,23.5294117647058
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,D-glucose,MMCD;MMM;SUCOAS,0.3,0.285714285714285,5.0
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,MTHFR,0.348148148148148,0.304761904761904,14.2361111111111
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,MMCD;MMM;SUCCACT,0.315,0.304761904761904,3.359375
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,0.368627450980392,0.304761904761904,20.9558823529411
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,ACOAD7f;CTECOAI7,0.368627450980392,0.304761904761904,20.9558823529411
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,ACOAD7f;r1252,0.368627450980392,0.304761904761904,20.9558823529412
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,DHORD6,0.368627450980392,0.304761904761904,20.9558823529411
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,microaerobic,D-glucose,MMCD;MMM;SUCOAS,0.315,0.304761904761904,3.35937499999998
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,fructose,MTHFR,0.333333333333332,0.285714285714285,16.6666666666664
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,fructose,MMCD;MMM;SUCCACT,0.299999999999999,0.285714285714285,5.0
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,0.352941176470588,0.285714285714285,23.5294117647059
yeast850,yeast850_uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),uacgam,anaerobic,fructose,ACOAD7f;CTECOAI7,0.352941176470588,0.285714285714285,23.5294117647059
